Pause Before,Size,Left Span,Right Span,Weight,RL Ratio,WS Ratio
1248,6,5,3,2,0.6,0.3333333333333333
968,7,6,3,2,0.5,0.2857142857142857
3900,8,7,3,2,0.42857142857142855,0.25
1747,4,2,4,2,2.0,0.5
234,5,3,4,3,1.3333333333333333,0.6
1280,5,3,5,3,1.6666666666666665,0.6
593,6,4,5,4,1.25,0.6666666666666666
2184,4,3,4,3,1.3333333333333333,0.75
593,3,2,3,2,1.5,0.6666666666666666
8861,4,3,3,2,1.0,0.5
1935,4,2,4,2,2.0,0.5
1014,3,2,3,2,1.5,0.6666666666666666
1716,4,3,3,2,1.0,0.5
671,4,2,4,2,2.0,0.5
983,5,3,4,3,1.3333333333333333,0.6
26910,6,4,4,3,1.0,0.5
921,3,2,3,2,1.5,0.6666666666666666
1295,4,3,3,2,1.0,0.5
1108,5,4,3,2,0.75,0.39999999999999997
593,2,1,2,1,2.0,0.5
671,1,1,1,1,1.0,1.0
9063,1,1,1,1,1.0,1.0
26395,2,2,1,1,0.5,0.5
16380,1,1,1,1,1.0,1.0
3073,2,2,1,1,0.5,0.5
13759,3,3,2,2,0.6666666666666666,0.6666666666666666
3464,4,3,2,2,0.6666666666666666,0.5
6864,5,4,2,2,0.5,0.39999999999999997
4617,5,4,3,2,0.75,0.39999999999999997
6443,4,4,2,2,0.5,0.5
47829,3,3,1,1,0.3333333333333333,0.3333333333333333
5803,4,4,1,1,0.25,0.25
4961,5,5,1,1,0.19999999999999998,0.19999999999999998
2028,6,6,1,1,0.16666666666666666,0.16666666666666666
18689,2,1,2,1,2.0,0.5
9547,3,2,2,2,1.0,0.6666666666666666
55240,1,1,1,1,1.0,1.0
5756,2,2,1,1,0.5,0.5
13260,1,1,1,1,1.0,1.0
5304,2,2,1,1,0.5,0.5
4352,3,1,3,1,3.0,0.3333333333333333
26520,4,2,3,2,1.5,0.5
2667,4,2,4,2,2.0,0.5
1436,5,3,4,3,1.3333333333333333,0.6
3900,6,3,6,3,2.0,0.5
5694,5,3,5,3,1.6666666666666665,0.6
2918,6,4,5,4,1.25,0.6666666666666666
86893,4,3,4,3,1.3333333333333333,0.75
1654,5,4,4,3,1.0,0.6
9657,4,3,4,3,1.3333333333333333,0.75
2308,3,2,3,2,1.5,0.6666666666666666
2122,4,3,3,2,1.0,0.5
3728,2,1,2,1,2.0,0.5
2543,1,1,1,1,1.0,1.0
265,1,1,1,1,1.0,1.0
2745,2,1,2,1,2.0,0.5
2387,3,2,2,2,1.0,0.6666666666666666
1498,4,3,2,2,0.6666666666666666,0.5
2933,1,1,1,1,1.0,1.0
826,1,1,1,1,1.0,1.0
1170,3,1,3,1,3.0,0.3333333333333333
234,4,2,3,2,1.5,0.5
62,5,3,3,2,1.0,0.39999999999999997
1248,2,1,2,1,2.0,0.5
1138,1,1,1,1,1.0,1.0
561,2,2,1,1,0.5,0.5
608,3,3,1,1,0.3333333333333333,0.3333333333333333
2434,4,4,1,1,0.25,0.25
374,4,1,4,1,4.0,0.25
140,3,1,3,1,3.0,0.3333333333333333
592,4,2,3,2,1.5,0.5
437,2,1,2,1,2.0,0.5
827,3,2,2,2,1.0,0.6666666666666666
312,5,3,3,3,1.0,0.6
6583,4,3,2,2,0.6666666666666666,0.5
3666,5,4,2,2,0.5,0.39999999999999997
327,2,2,2,2,1.0,1.0
359,3,3,2,2,0.6666666666666666,0.6666666666666666
1466,1,1,1,1,1.0,1.0
2480,1,1,1,1,1.0,1.0
686,2,2,1,1,0.5,0.5
1373,3,3,1,1,0.3333333333333333,0.3333333333333333
280,4,4,1,1,0.25,0.25
936,5,5,1,1,0.19999999999999998,0.19999999999999998
702,6,6,1,1,0.16666666666666666,0.16666666666666666
4009,3,1,3,1,3.0,0.3333333333333333
4571,2,1,2,1,2.0,0.5
1217,3,2,2,2,1.0,0.6666666666666666
515,4,3,2,2,0.6666666666666666,0.5
5866,5,4,2,2,0.5,0.39999999999999997
1154,3,2,3,2,1.5,0.6666666666666666
873,2,2,2,2,1.0,1.0
796,3,3,2,2,0.6666666666666666,0.6666666666666666
312,4,4,2,2,0.5,0.5
655,2,2,2,2,1.0,1.0
1186,3,3,2,2,0.6666666666666666,0.6666666666666666
2980,4,4,2,2,0.5,0.5
3308,1,1,1,1,1.0,1.0
1903,1,1,1,1,1.0,1.0
624,2,2,1,1,0.5,0.5
1232,3,1,3,1,3.0,0.3333333333333333
1669,4,2,3,2,1.5,0.5
1482,3,2,3,2,1.5,0.6666666666666666
608,4,3,3,2,1.0,0.5
1685,2,1,2,1,2.0,0.5
1186,3,2,2,2,1.0,0.6666666666666666
905,4,3,2,2,0.6666666666666666,0.5
2091,2,2,2,2,1.0,1.0
2184,3,3,2,2,0.6666666666666666,0.6666666666666666
499,4,4,2,2,0.5,0.5
8705,1,1,1,1,1.0,1.0
3120,1,1,1,1,1.0,1.0
967,2,2,1,1,0.5,0.5
468,3,3,1,1,0.3333333333333333,0.3333333333333333
1248,4,4,1,1,0.25,0.25
437,5,5,1,1,0.19999999999999998,0.19999999999999998
2215,6,6,1,1,0.16666666666666666,0.16666666666666666
1592,7,7,1,1,0.14285714285714285,0.14285714285714285
5351,2,1,2,1,2.0,0.5
1935,3,2,2,2,1.0,0.6666666666666666
2589,3,2,3,2,1.5,0.6666666666666666
827,4,3,3,3,1.0,0.75
733,5,4,3,3,0.75,0.6
1170,2,2,2,2,1.0,1.0
1669,3,3,2,2,0.6666666666666666,0.6666666666666666
733,4,4,2,2,0.5,0.5
1138,5,5,2,2,0.39999999999999997,0.39999999999999997
2121,6,6,2,2,0.3333333333333333,0.3333333333333333
530,7,7,2,2,0.2857142857142857,0.2857142857142857
3962,1,1,1,1,1.0,1.0
1310,1,1,1,1,1.0,1.0
546,2,2,1,1,0.5,0.5
1420,3,1,3,1,3.0,0.3333333333333333
686,4,2,3,2,1.5,0.5
624,5,3,3,2,1.0,0.39999999999999997
2012,2,1,2,1,2.0,0.5
2402,3,2,2,2,1.0,0.6666666666666666
51917,4,3,2,2,0.6666666666666666,0.5
203,5,4,2,2,0.5,0.39999999999999997
2496,6,5,2,2,0.39999999999999997,0.3333333333333333
437,3,2,3,2,1.5,0.6666666666666666
640,4,3,3,3,1.0,0.75
1357,2,2,2,2,1.0,1.0
765,3,3,2,2,0.6666666666666666,0.6666666666666666
296,4,4,2,2,0.5,0.5
1841,3,2,3,2,1.5,0.6666666666666666
2433,4,3,3,3,1.0,0.75
125,5,4,3,3,0.75,0.6
1669,2,2,2,2,1.0,1.0
686,3,3,2,2,0.6666666666666666,0.6666666666666666
998,4,4,2,2,0.5,0.5
4680,2,2,2,2,1.0,1.0
1841,3,3,2,2,0.6666666666666666,0.6666666666666666
16,4,4,2,2,0.5,0.5
11934,3,2,3,2,1.5,0.6666666666666666
858,4,3,3,3,1.0,0.75
250,3,3,3,3,1.0,1.0
951,4,4,3,3,0.75,0.75
2029,5,5,3,3,0.6,0.6
1311,2,2,2,2,1.0,1.0
3525,3,3,2,2,0.6666666666666666,0.6666666666666666
1357,4,4,2,2,0.5,0.5
1107,5,5,2,2,0.39999999999999997,0.39999999999999997
624,6,6,2,2,0.3333333333333333,0.3333333333333333
749,2,2,2,2,1.0,1.0
2730,1,1,1,1,1.0,1.0
78,1,1,1,1,1.0,1.0
468,2,2,1,1,0.5,0.5
5351,3,3,1,1,0.3333333333333333,0.3333333333333333
2730,2,1,2,1,2.0,0.5
1046,3,2,2,2,1.0,0.6666666666666666
717,4,3,2,2,0.6666666666666666,0.5
1279,5,4,2,2,0.5,0.39999999999999997
2372,2,2,2,2,1.0,1.0
1294,3,3,2,2,0.6666666666666666,0.6666666666666666
905,4,4,2,2,0.5,0.5
1544,3,2,3,2,1.5,0.6666666666666666
1092,2,2,2,2,1.0,1.0
1326,3,3,2,2,0.6666666666666666,0.6666666666666666
6770,4,4,2,2,0.5,0.5
561,5,5,2,2,0.39999999999999997,0.39999999999999997
905,6,6,2,2,0.3333333333333333,0.3333333333333333
749,7,7,2,2,0.2857142857142857,0.2857142857142857
3557,2,2,2,2,1.0,1.0
1903,3,3,2,2,0.6666666666666666,0.6666666666666666
1794,1,1,1,1,1.0,1.0
2074,1,1,1,1,1.0,1.0
3557,1,1,1,1,1.0,1.0
281,2,2,1,1,0.5,0.5
1997,3,3,1,1,0.3333333333333333,0.3333333333333333
436,4,4,1,1,0.25,0.25
1466,4,1,4,1,4.0,0.25
593,3,1,3,1,3.0,0.3333333333333333
6194,2,1,2,1,2.0,0.5
593,3,2,2,2,1.0,0.6666666666666666
1310,4,3,2,2,0.6666666666666666,0.5
1154,5,4,2,2,0.5,0.39999999999999997
749,3,2,3,2,1.5,0.6666666666666666
921,2,2,2,2,1.0,1.0
50060,1,1,1,1,1.0,1.0
3120,1,1,1,1,1.0,1.0
2433,1,1,1,1,1.0,1.0
3791,4,1,4,1,4.0,0.25
2059,5,2,4,2,2.0,0.39999999999999997
608,6,3,4,2,1.3333333333333333,0.3333333333333333
2309,7,4,4,2,1.0,0.2857142857142857
1170,4,2,4,2,2.0,0.5
686,3,1,3,1,3.0,0.3333333333333333
2309,4,2,3,2,1.5,0.5
11903,2,1,2,1,2.0,0.5
1248,3,2,2,2,1.0,0.6666666666666666
1592,4,3,2,2,0.6666666666666666,0.5
453,5,4,2,2,0.5,0.39999999999999997
1529,6,5,2,2,0.39999999999999997,0.3333333333333333
13167,1,1,1,1,1.0,1.0
842,1,1,1,1,1.0,1.0
499,2,2,2,2,1.0,1.0
561,2,2,1,1,0.5,0.5
4462,2,1,2,1,2.0,0.5
9844,3,2,2,2,1.0,0.6666666666666666
640,2,2,2,2,1.0,1.0
1248,3,3,3,3,1.0,1.0
452,3,3,2,2,0.6666666666666666,0.6666666666666666
7348,1,1,1,1,1.0,1.0
1014,1,1,1,1,1.0,1.0
1123,1,1,1,1,1.0,1.0
1092,2,2,1,1,0.5,0.5
3198,2,1,2,1,2.0,0.5
624,3,2,2,2,1.0,0.6666666666666666
2652,1,1,1,1,1.0,1.0
733,2,2,1,1,0.5,0.5
796,2,1,2,1,2.0,0.5
343,3,2,2,2,1.0,0.6666666666666666
733,3,2,3,2,1.5,0.6666666666666666
1872,4,3,3,3,1.0,0.75
7878,2,2,2,2,1.0,1.0
1904,3,3,2,2,0.6666666666666666,0.6666666666666666
421,4,4,2,2,0.5,0.5
421,5,5,2,2,0.39999999999999997,0.39999999999999997
905,1,1,1,1,1.0,1.0
5444,1,1,1,1,1.0,1.0
1326,2,2,1,1,0.5,0.5
780,3,1,3,1,3.0,0.3333333333333333
842,4,2,3,2,1.5,0.5
764,2,1,2,1,2.0,0.5
1264,3,2,2,2,1.0,0.6666666666666666
3292,4,3,2,2,0.6666666666666666,0.5
7457,1,1,1,1,1.0,1.0
2059,1,1,1,1,1.0,1.0
8003,1,1,1,1,1.0,1.0
671,2,2,1,1,0.5,0.5
2590,2,1,2,1,2.0,0.5
1810,3,2,2,2,1.0,0.6666666666666666
1310,4,3,2,2,0.6666666666666666,0.5
4103,2,2,2,2,1.0,1.0
10265,2,2,2,2,1.0,1.0
3120,3,3,2,2,0.6666666666666666,0.6666666666666666
15663,1,1,1,1,1.0,1.0
890,1,1,1,1,1.0,1.0
577,2,2,1,1,0.5,0.5
671,2,1,2,1,2.0,0.5
1966,3,2,2,2,1.0,0.6666666666666666
7831,2,2,2,2,1.0,1.0
1841,3,3,2,2,0.6666666666666666,0.6666666666666666
484,4,4,2,2,0.5,0.5
500,5,5,2,2,0.39999999999999997,0.39999999999999997
1544,2,2,2,2,1.0,1.0
1217,3,3,2,2,0.6666666666666666,0.6666666666666666
5055,1,1,1,1,1.0,1.0
1997,1,1,1,1,1.0,1.0
10109,1,1,1,1,1.0,1.0
12870,2,1,2,1,2.0,0.5
468,3,2,2,2,1.0,0.6666666666666666
734,2,2,2,2,1.0,1.0
3260,3,3,2,2,0.6666666666666666,0.6666666666666666
6116,1,1,1,1,1.0,1.0
1201,1,1,1,1,1.0,1.0
3869,2,2,2,2,1.0,1.0
1357,2,2,1,1,0.5,0.5
1872,3,3,1,1,0.3333333333333333,0.3333333333333333
483,3,1,3,1,3.0,0.3333333333333333
9126,2,1,2,1,2.0,0.5
796,3,2,2,2,1.0,0.6666666666666666
920,4,3,2,2,0.6666666666666666,0.5
1389,5,4,2,2,0.5,0.39999999999999997
421,6,5,2,2,0.39999999999999997,0.3333333333333333
2715,1,1,1,1,1.0,1.0
2527,1,1,1,1,1.0,1.0
4196,2,2,2,2,1.0,1.0
577,3,3,2,2,0.6666666666666666,0.6666666666666666
3962,3,2,2,2,1.0,0.6666666666666666
375,4,3,2,2,0.6666666666666666,0.5
639,5,4,2,2,0.5,0.39999999999999997
1389,3,3,2,2,0.6666666666666666,0.6666666666666666
1747,4,4,2,2,0.5,0.5
5975,2,2,1,1,0.5,0.5
1077,3,3,1,1,0.3333333333333333,0.3333333333333333
874,4,4,1,1,0.25,0.25
983,4,1,4,1,4.0,0.25
2106,5,2,4,2,2.0,0.39999999999999997
1638,7,2,7,2,3.5,0.2857142857142857
4337,8,3,7,3,2.333333333333333,0.375
920,6,2,6,2,3.0,0.3333333333333333
312,7,3,6,3,2.0,0.42857142857142855
4431,5,2,5,2,2.5,0.39999999999999997
8924,6,3,5,3,1.6666666666666665,0.5
1201,7,4,5,3,1.25,0.42857142857142855
2574,4,2,4,2,2.0,0.5
4602,5,3,4,2,1.3333333333333333,0.39999999999999997
1981,4,2,4,2,2.0,0.5
4680,3,1,3,1,3.0,0.3333333333333333
1669,4,2,3,2,1.5,0.5
500,5,3,4,3,1.3333333333333333,0.6
1514,6,3,4,3,1.3333333333333333,0.5
2684,5,3,3,2,1.0,0.39999999999999997
3166,6,4,3,2,0.75,0.3333333333333333
8408,4,2,4,2,2.0,0.5
515,3,2,3,2,1.5,0.6666666666666666
1388,2,1,2,1,2.0,0.5
203,3,2,2,2,1.0,0.6666666666666666
1295,4,3,3,3,1.0,0.75
2371,5,4,3,3,0.75,0.6
281,5,3,3,3,1.0,0.6
515,6,4,3,3,0.75,0.5
2106,4,3,2,2,0.6666666666666666,0.5
1248,5,4,2,2,0.5,0.39999999999999997
5694,6,5,2,2,0.39999999999999997,0.3333333333333333
4742,7,6,2,2,0.3333333333333333,0.2857142857142857
296,3,2,3,2,1.5,0.6666666666666666
936,2,2,2,2,1.0,1.0
2199,1,1,1,1,1.0,1.0
4414,1,1,1,1,1.0,1.0
3276,1,1,1,1,1.0,1.0
1732,2,2,1,1,0.5,0.5
1856,3,3,1,1,0.3333333333333333,0.3333333333333333
18501,2,1,2,1,2.0,0.5
4992,3,2,2,2,1.0,0.6666666666666666
1295,4,3,2,2,0.6666666666666666,0.5
43805,2,2,2,2,1.0,1.0
6536,3,3,2,2,0.6666666666666666,0.6666666666666666
1653,1,1,1,1,1.0,1.0
8689,2,2,1,1,0.5,0.5
10078,2,1,2,1,2.0,0.5
4415,1,1,1,1,1.0,1.0
5850,2,2,1,1,0.5,0.5
7083,1,1,1,1,1.0,1.0
5038,2,2,1,1,0.5,0.5
4821,3,3,1,1,0.3333333333333333,0.3333333333333333
1467,1,1,1,1,1.0,1.0
3541,2,1,2,1,2.0,0.5
5881,3,2,2,2,1.0,0.6666666666666666
29110,1,1,1,1,1.0,1.0
2683,2,2,1,1,0.5,0.5
2090,3,3,1,1,0.3333333333333333,0.3333333333333333
1731,4,4,1,1,0.25,0.25
7519,5,5,1,1,0.19999999999999998,0.19999999999999998
10951,6,6,1,1,0.16666666666666666,0.16666666666666666
3151,7,7,1,1,0.14285714285714285,0.14285714285714285
5148,2,1,2,1,2.0,0.5
7270,1,1,1,1,1.0,1.0
13651,2,2,1,1,0.5,0.5
1981,2,1,2,1,2.0,0.5
8112,3,2,2,2,1.0,0.6666666666666666
3759,1,1,1,1,1.0,1.0
2090,1,1,1,1,1.0,1.0
1217,2,2,1,1,0.5,0.5
3386,1,1,1,1,1.0,1.0
7457,4,1,4,1,4.0,0.25
3791,5,2,4,2,2.0,0.39999999999999997
11186,3,1,3,1,3.0,0.3333333333333333
5974,4,2,3,2,1.5,0.5
6817,3,2,3,2,1.5,0.6666666666666666
28860,4,3,3,2,1.0,0.5
4462,4,2,4,2,2.0,0.5
1450,5,3,4,3,1.3333333333333333,0.6
10577,3,2,3,2,1.5,0.6666666666666666
5429,2,1,2,1,2.0,0.5
3526,3,2,2,2,1.0,0.6666666666666666
5648,4,3,2,2,0.6666666666666666,0.5
2309,5,4,2,2,0.5,0.39999999999999997
1482,6,5,2,2,0.39999999999999997,0.3333333333333333
12745,2,2,2,2,1.0,1.0
7051,1,1,1,1,1.0,1.0
7582,2,2,1,1,0.5,0.5
2746,3,3,2,2,0.6666666666666666,0.6666666666666666
38673,3,3,1,1,0.3333333333333333,0.3333333333333333
5725,4,4,2,2,0.5,0.5
3682,4,4,1,1,0.25,0.25
10733,2,1,2,1,2.0,0.5
7847,1,1,1,1,1.0,1.0
2745,2,2,1,1,0.5,0.5
5943,3,3,2,2,0.6666666666666666,0.6666666666666666
7129,3,3,1,1,0.3333333333333333,0.3333333333333333
5070,4,4,2,2,0.5,0.5
9297,4,4,1,1,0.25,0.25
3962,5,5,1,1,0.19999999999999998,0.19999999999999998
12465,3,1,3,1,3.0,0.3333333333333333
2527,4,2,3,2,1.5,0.5
5273,5,3,3,2,1.0,0.39999999999999997
2121,2,1,2,1,2.0,0.5
2106,3,2,2,2,1.0,0.6666666666666666
1030,4,3,2,2,0.6666666666666666,0.5
5257,1,1,1,1,1.0,1.0
2777,2,2,1,1,0.5,0.5
9344,3,3,2,2,0.6666666666666666,0.6666666666666666
3182,3,3,1,1,0.3333333333333333,0.3333333333333333
6568,4,4,1,1,0.25,0.25
2153,1,1,1,1,1.0,1.0
2294,2,2,1,1,0.5,0.5
5631,3,3,1,1,0.3333333333333333,0.3333333333333333
5445,2,1,2,1,2.0,0.5
1419,3,2,2,2,1.0,0.6666666666666666
1420,2,2,2,2,1.0,1.0
2418,3,3,2,2,0.6666666666666666,0.6666666666666666
1294,1,1,1,1,1.0,1.0
2574,2,2,1,1,0.5,0.5
6006,1,1,1,1,1.0,1.0
2215,2,2,1,1,0.5,0.5
1762,1,1,1,1,1.0,1.0
5616,3,2,2,2,1.0,0.6666666666666666
5694,2,2,1,1,0.5,0.5
328,1,1,1,1,1.0,1.0
593,2,1,2,1,2.0,0.5
421,3,2,2,2,1.0,0.6666666666666666
203,4,3,3,3,1.0,0.75
968,5,3,3,3,1.0,0.6
670,4,3,2,2,0.6666666666666666,0.5
546,5,4,2,2,0.5,0.39999999999999997
733,6,5,2,2,0.39999999999999997,0.3333333333333333
795,2,2,2,2,1.0,1.0
374,3,3,2,2,0.6666666666666666,0.6666666666666666
687,1,1,1,1,1.0,1.0
422,1,1,1,1,1.0,1.0
358,2,1,2,1,2.0,0.5
390,3,2,2,2,1.0,0.6666666666666666
359,4,3,3,3,1.0,0.75
422,5,4,3,3,0.75,0.6
1935,4,3,2,2,0.6666666666666666,0.5
156,5,4,2,2,0.5,0.39999999999999997
405,6,5,2,2,0.39999999999999997,0.3333333333333333
2387,3,2,3,2,1.5,0.6666666666666666
218,4,3,3,3,1.0,0.75
187,3,3,3,3,1.0,1.0
374,4,4,3,3,0.75,0.75
936,2,2,2,2,1.0,1.0
530,2,2,2,2,1.0,1.0
593,3,3,2,2,0.6666666666666666,0.6666666666666666
1529,1,1,1,1,1.0,1.0
718,2,1,2,1,2.0,0.5
578,1,1,1,1,1.0,1.0
124,2,2,1,1,0.5,0.5
436,3,3,1,1,0.3333333333333333,0.3333333333333333
515,3,1,3,1,3.0,0.3333333333333333
639,2,1,2,1,2.0,0.5
249,2,2,2,2,1.0,1.0
234,3,3,2,2,0.6666666666666666,0.6666666666666666
2324,1,1,1,1,1.0,1.0
468,1,1,1,1,1.0,1.0
608,1,1,1,1,1.0,1.0
811,2,2,1,1,0.5,0.5
436,2,1,2,1,2.0,0.5
718,3,2,2,2,1.0,0.6666666666666666
296,4,3,2,2,0.6666666666666666,0.5
1435,1,1,1,1,1.0,1.0
234,2,2,1,1,0.5,0.5
702,3,3,1,1,0.3333333333333333,0.3333333333333333
234,4,4,2,2,0.5,0.5
453,5,4,2,2,0.5,0.39999999999999997
1466,4,4,1,1,0.25,0.25
1482,5,5,1,1,0.19999999999999998,0.19999999999999998
1747,1,1,1,1,1.0,1.0
234,1,1,1,1,1.0,1.0
203,2,2,1,1,0.5,0.5
1389,3,3,1,1,0.3333333333333333,0.3333333333333333
2121,1,1,1,1,1.0,1.0
983,1,1,1,1,1.0,1.0
405,2,2,1,1,0.5,0.5
514,3,3,1,1,0.3333333333333333,0.3333333333333333
141,4,4,1,1,0.25,0.25
421,2,1,2,1,2.0,0.5
296,3,2,2,2,1.0,0.6666666666666666
624,4,3,2,2,0.6666666666666666,0.5
905,5,4,2,2,0.5,0.39999999999999997
515,1,1,1,1,1.0,1.0
297,1,1,1,1,1.0,1.0
296,2,2,2,2,1.0,1.0
702,2,2,1,1,0.5,0.5
234,3,3,1,1,0.3333333333333333,0.3333333333333333
1732,3,1,3,1,3.0,0.3333333333333333
265,4,2,3,2,1.5,0.5
765,5,3,3,2,1.0,0.39999999999999997
1092,2,1,2,1,2.0,0.5
593,3,2,2,2,1.0,0.6666666666666666
578,4,3,2,2,0.6666666666666666,0.5
234,5,4,2,2,0.5,0.39999999999999997
531,6,5,2,2,0.39999999999999997,0.3333333333333333
468,1,1,1,1,1.0,1.0
1030,2,1,2,1,2.0,0.5
452,1,1,1,1,1.0,1.0
437,2,2,1,1,0.5,0.5
936,2,1,2,1,2.0,0.5
1045,3,2,2,2,1.0,0.6666666666666666
296,2,2,2,2,1.0,1.0
203,3,3,2,2,0.6666666666666666,0.6666666666666666
125,2,2,2,2,1.0,1.0
920,3,3,2,2,0.6666666666666666,0.6666666666666666
1809,4,4,2,2,0.5,0.5
1076,5,5,2,2,0.39999999999999997,0.39999999999999997
561,2,2,2,2,1.0,1.0
1654,1,1,1,1,1.0,1.0
484,1,1,1,1,1.0,1.0
0,3,1,3,1,3.0,0.3333333333333333
437,4,2,3,2,1.5,0.5
280,5,3,3,2,1.0,0.39999999999999997
406,4,2,4,2,2.0,0.5
8736,3,2,3,2,1.5,0.6666666666666666
499,4,3,3,2,1.0,0.5
1810,3,2,3,2,1.5,0.6666666666666666
687,4,3,3,2,1.0,0.5
515,5,4,3,2,0.75,0.39999999999999997
624,2,1,2,1,2.0,0.5
219,3,2,2,2,1.0,0.6666666666666666
359,4,3,2,2,0.6666666666666666,0.5
546,5,4,2,2,0.5,0.39999999999999997
390,4,2,4,2,2.0,0.5
812,3,2,3,2,1.5,0.6666666666666666
593,2,2,2,2,1.0,1.0
3744,3,3,2,2,0.6666666666666666,0.6666666666666666
982,1,1,1,1,1.0,1.0
375,2,1,2,1,2.0,0.5
312,3,2,2,2,1.0,0.6666666666666666
983,2,2,2,2,1.0,1.0
718,1,1,1,1,1.0,1.0
172,2,2,1,1,0.5,0.5
2355,3,1,3,1,3.0,0.3333333333333333
5538,4,2,3,2,1.5,0.5
717,5,3,3,2,1.0,0.39999999999999997
1810,4,2,4,2,2.0,0.5
1264,5,3,4,3,1.3333333333333333,0.6
951,3,2,3,2,1.5,0.6666666666666666
125,4,3,3,2,1.0,0.5
749,3,2,3,2,1.5,0.6666666666666666
1014,4,3,3,2,1.0,0.5
281,2,1,2,1,2.0,0.5
437,1,1,1,1,1.0,1.0
296,1,1,1,1,1.0,1.0
764,2,1,2,1,2.0,0.5
234,3,2,2,2,1.0,0.6666666666666666
171,4,3,3,3,1.0,0.75
967,4,3,2,2,0.6666666666666666,0.5
1841,3,2,3,2,1.5,0.6666666666666666
312,4,3,3,3,1.0,0.75
514,3,3,3,3,1.0,1.0
1233,2,2,2,2,1.0,1.0
515,3,3,2,2,0.6666666666666666,0.6666666666666666
874,4,4,2,2,0.5,0.5
2246,2,2,2,2,1.0,1.0
1279,3,3,2,2,0.6666666666666666,0.6666666666666666
827,2,2,2,2,1.0,1.0
608,1,1,1,1,1.0,1.0
515,1,1,1,1,1.0,1.0
1466,2,2,1,1,0.5,0.5
2823,3,3,1,1,0.3333333333333333,0.3333333333333333
811,2,1,2,1,2.0,0.5
171,3,2,2,2,1.0,0.6666666666666666
140,4,3,2,2,0.6666666666666666,0.5
920,4,2,4,2,2.0,0.5
374,5,3,4,3,1.3333333333333333,0.6
858,6,4,4,3,1.0,0.5
748,3,2,3,2,1.5,0.6666666666666666
468,4,3,3,3,1.0,0.75
343,5,4,3,3,0.75,0.6
250,2,2,2,2,1.0,1.0
578,3,3,2,2,0.6666666666666666,0.6666666666666666
593,4,4,2,2,0.5,0.5
578,3,2,3,2,1.5,0.6666666666666666
1030,4,3,3,3,1.0,0.75
187,5,4,3,3,0.75,0.6
2402,2,2,2,2,1.0,1.0
671,3,3,2,2,0.6666666666666666,0.6666666666666666
390,4,4,2,2,0.5,0.5
671,2,2,2,2,1.0,1.0
811,4,3,3,3,1.0,0.75
796,3,3,2,2,0.6666666666666666,0.6666666666666666
156,4,4,3,3,0.75,0.75
437,4,4,2,2,0.5,0.5
234,5,5,2,2,0.39999999999999997,0.39999999999999997
811,2,2,2,2,1.0,1.0
733,3,3,2,2,0.6666666666666666,0.6666666666666666
390,4,4,2,2,0.5,0.5
593,5,5,2,2,0.39999999999999997,0.39999999999999997
546,2,2,2,2,1.0,1.0
842,3,3,2,2,0.6666666666666666,0.6666666666666666
421,4,4,2,2,0.5,0.5
640,5,5,2,2,0.39999999999999997,0.39999999999999997
905,2,2,2,2,1.0,1.0
327,3,3,2,2,0.6666666666666666,0.6666666666666666
531,2,2,2,2,1.0,1.0
405,3,3,2,2,0.6666666666666666,0.6666666666666666
1560,2,2,2,2,1.0,1.0
484,3,3,2,2,0.6666666666666666,0.6666666666666666
702,4,4,2,2,0.5,0.5
702,1,1,1,1,1.0,1.0
608,1,1,1,1,1.0,1.0
328,2,1,2,1,2.0,0.5
312,3,2,2,2,1.0,0.6666666666666666
717,2,2,2,2,1.0,1.0
421,3,3,2,2,0.6666666666666666,0.6666666666666666
515,4,4,2,2,0.5,0.5
390,5,5,2,2,0.39999999999999997,0.39999999999999997
296,2,2,2,2,1.0,1.0
468,1,1,1,1,1.0,1.0
109,1,1,1,1,1.0,1.0
1232,5,1,5,1,5.0,0.19999999999999998
749,6,2,5,2,2.5,0.3333333333333333
234,7,3,5,2,1.6666666666666665,0.2857142857142857
609,4,1,4,1,4.0,0.25
343,5,2,4,2,2.0,0.39999999999999997
390,4,2,4,2,2.0,0.5
702,5,3,4,2,1.3333333333333333,0.39999999999999997
2293,3,1,3,1,3.0,0.3333333333333333
141,4,2,3,2,1.5,0.5
374,3,2,3,2,1.5,0.6666666666666666
2808,2,1,2,1,2.0,0.5
671,1,1,1,1,1.0,1.0
437,1,1,1,1,1.0,1.0
1092,2,1,2,1,2.0,0.5
889,3,2,2,2,1.0,0.6666666666666666
2074,1,1,1,1,1.0,1.0
2231,1,1,1,1,1.0,1.0
390,2,2,1,1,0.5,0.5
297,2,1,2,1,2.0,0.5
406,3,2,2,2,1.0,0.6666666666666666
1154,1,1,1,1,1.0,1.0
530,2,2,1,1,0.5,0.5
78,1,1,1,1,1.0,1.0
8923,2,1,2,1,2.0,0.5
5319,1,1,1,1,1.0,1.0
2371,2,2,2,2,1.0,1.0
12699,3,2,2,2,1.0,0.6666666666666666
20499,5,3,4,2,1.3333333333333333,0.39999999999999997
2309,4,3,3,2,1.0,0.5
2746,3,3,2,2,0.6666666666666666,0.6666666666666666
5366,2,2,1,1,0.5,0.5
4570,3,3,1,1,0.3333333333333333,0.3333333333333333
4212,3,1,3,1,3.0,0.3333333333333333
8455,2,1,2,1,2.0,0.5
780,3,2,3,2,1.5,0.6666666666666666
